"Time","Warmtenet","Warmtepomp","Waterzuivering","Vacuum","Laadpalen","Overig","Total","Total for simulation","Total measured"
2024-01-01 10:30:00,2813.333,200.000,16306.667,693.333,0,300.000,20313.333,19813.333,23933.333
2024-01-01 10:45:00,2893.333,206.667,11173.333,1353.333,0,206.667,15833.333,15420.000,18220.000
2024-01-01 11:00:00,2680.000,253.333,11940.000,2280.000,2026.667,446.667,19626.667,18926.667,21686.667
2024-01-01 11:15:00,2306.667,11713.333,14726.667,1393.333,3320.000,360.000,33820.000,21866.667,36700.000
2024-01-01 11:30:00,2326.667,40053.333,15226.667,1186.667,3280.000,486.667,62560.000,22020.000,65540.000
2024-01-01 11:45:00,2246.667,41346.667,15653.333,1193.333,3340.000,560.000,64340.000,22433.333,67386.667
2024-01-01 12:00:00,2173.333,42780.000,15026.667,1193.333,3420.000,426.667,65020.000,21813.333,68000.000
2024-01-01 12:15:00,2100.000,25453.333,13786.667,1200.000,6080.000,313.333,48933.333,23166.667,51753.333
2024-01-01 12:30:00,1986.667,32953.333,14000.000,806.667,14066.667,293.333,64106.667,30860.000,66780.000
2024-01-01 12:45:00,1800.000,43293.333,18466.667,1206.667,13933.333,186.667,78886.667,35406.667,82293.333
2024-01-01 13:00:00,1726.667,43286.667,19013.333,1193.333,13133.333,213.333,78566.667,35066.667,82213.333
2024-01-01 13:15:00,1873.333,43140.000,17933.333,646.667,12346.667,266.667,76206.667,32800.000,79726.667
2024-01-01 13:30:00,1613.333,15060.000,13353.333,1193.333,12000.000,473.333,43693.333,28160.000,46320.000
2024-01-01 13:45:00,1753.333,41886.667,14313.333,1193.333,11800.000,293.333,71240.000,29060.000,73846.667
2024-01-01 14:00:00,1840.000,43806.667,14386.667,1406.667,10866.667,260.000,72566.667,28500.000,75033.333
2024-01-01 14:15:00,1786.667,43393.333,14953.333,1486.667,10800.000,273.333,72693.333,29026.667,75553.333
2024-01-01 14:30:00,1726.667,23246.667,14246.667,1193.333,10800.000,293.333,51506.667,27966.667,53640.000
2024-01-01 14:45:00,1773.333,24793.333,14066.667,1446.667,10800.000,246.667,53126.667,28086.667,55746.667
2024-01-01 15:00:00,2000.000,17866.667,14433.333,1580.000,9813.333,360.000,46053.333,27826.667,48533.333
2024-01-01 15:15:00,1813.333,9380.000,15586.667,1206.667,5186.667,393.333,33566.667,23793.333,36686.667
2024-01-01 15:30:00,1806.667,6893.333,18586.667,1206.667,1333.333,326.667,30153.333,22933.333,33913.333
2024-01-01 15:45:00,1866.667,9780.000,17913.333,1200.000,0,380.000,31140.000,20980.000,35000.000
2024-01-01 16:00:00,1900.000,31500.000,17493.333,646.667,693.333,246.667,52480.000,20733.333,55840.000
2024-01-01 16:15:00,2073.333,233.333,13900.000,1206.667,5700.000,380.000,23493.333,22953.333,26340.000
2024-01-01 16:30:00,2093.333,200.000,13733.333,1206.667,10533.333,246.667,28013.333,27566.667,31033.333
2024-01-01 16:45:00,2100.000,200.000,14040.000,1200.000,17893.333,340.000,35773.333,35233.333,38860.000
2024-01-01 17:00:00,2246.667,206.667,13800.000,646.667,19766.667,346.667,37013.333,36460.000,39880.000
2024-01-01 17:15:00,2146.667,213.333,13660.000,1200.000,21633.333,586.667,39440.000,38640.000,42333.333
2024-01-01 17:30:00,2140.000,226.667,13846.667,100.000,24406.667,493.333,41213.333,40493.333,44186.667
2024-01-01 17:45:00,2080.000,206.667,13780.000,1206.667,24460.000,346.667,42080.000,41526.667,45133.333
2024-01-01 18:00:00,2360.000,200.000,13653.333,1366.667,24380.000,433.333,42393.333,41760.000,45453.333
2024-01-01 18:15:00,2346.667,200.000,13693.333,1193.333,24280.000,320.000,42033.333,41513.333,44953.333
2024-01-01 18:30:00,2366.667,200.000,14026.667,1200.000,24153.333,213.333,42160.000,41746.667,45333.333
2024-01-01 18:45:00,2206.667,200.000,13800.000,1200.000,19066.667,213.333,36686.667,36273.333,39773.333
2024-01-01 19:00:00,2260.000,213.333,13786.667,1213.333,17400.000,200.000,35073.333,34660.000,38200.000
2024-01-01 19:15:00,2440.000,213.333,12626.667,653.333,17460.000,153.333,33546.667,33233.333,36193.333
2024-01-01 19:30:00,2273.333,200.000,12560.000,1193.333,17460.000,246.667,33933.333,33506.667,36673.333
2024-01-01 19:45:00,2353.333,200.000,11780.000,1200.000,17440.000,360.000,33333.333,32860.000,35886.667
2024-01-01 20:00:00,2053.333,220.000,12633.333,653.333,15820.000,100.000,31480.000,31160.000,34213.333
2024-01-01 20:15:00,2066.667,273.333,11740.000,1200.000,13900.000,246.667,29426.667,28906.667,32086.667
2024-01-01 20:30:00,2000.000,293.333,11606.667,1206.667,14386.667,100.000,29593.333,29200.000,32080.000
2024-01-01 20:45:00,1933.333,293.333,11926.667,1193.333,14446.667,180.000,29973.333,29500.000,32626.667
2024-01-01 21:00:00,1833.333,266.667,11886.667,646.667,14300.000,140.000,29073.333,28706.667,31733.333
2024-01-01 21:15:00,1966.667,260.000,11533.333,1213.333,14106.667,213.333,29293.333,28820.000,31813.333
2024-01-01 21:30:00,1873.333,206.667,11860.000,666.667,18986.667,106.667,33700.000,33386.667,36446.667
2024-01-01 21:45:00,1813.333,220.000,11780.000,1200.000,35053.333,333.333,50400.000,49846.667,52920.000
2024-01-01 22:00:00,1633.333,260.000,11533.333,1160.000,35233.333,413.333,50233.333,49560.000,52713.333
2024-01-01 22:15:00,1646.667,246.667,11480.000,653.333,34713.333,420.000,49160.000,48493.333,51593.333
2024-01-01 22:30:00,1586.667,226.667,11766.667,1193.333,34246.667,280.000,49300.000,48793.333,51586.667
2024-01-01 22:45:00,1606.667,200.000,11460.000,1193.333,34146.667,100.000,48706.667,48406.667,51340.000
2024-01-01 23:00:00,1546.667,200.000,11680.000,1206.667,34646.667,200.000,49480.000,49080.000,52093.333
2024-01-01 23:15:00,1613.333,200.000,11706.667,1086.667,41426.667,100.000,56133.333,55833.333,58340.000
2024-01-01 23:30:00,1573.333,233.333,11460.000,1206.667,44986.667,286.667,59746.667,59226.667,62446.667
2024-01-01 23:45:00,1533.333,273.333,11380.000,1200.000,45113.333,100.000,59600.000,59226.667,62206.667
2024-01-02 00:00:00,1520.000,200.000,11580.000,640.000,44960.000,220.000,59120.000,58700.000,61773.333
2024-01-02 00:15:00,1580.000,200.000,11353.333,1193.333,36680.000,100.000,51106.667,50806.667,53733.333
2024-01-02 00:30:00,1506.667,200.000,11373.333,100.000,32746.667,186.667,46113.333,45726.667,48786.667
2024-01-02 00:45:00,1526.667,200.000,11620.000,100.000,31600.000,133.333,45180.000,44846.667,47780.000
2024-01-02 01:00:00,1560.000,206.667,11646.667,1166.667,31800.000,180.000,46560.000,46173.333,49206.667
2024-01-02 01:15:00,1740.000,213.333,11413.333,633.333,36366.667,133.333,50500.000,50153.333,53060.000
2024-01-02 01:30:00,1733.333,220.000,11446.667,646.667,34866.667,226.667,49140.000,48693.333,51740.000
2024-01-02 01:45:00,1613.333,300.000,11893.333,633.333,31800.000,173.333,46413.333,45940.000,48993.333
2024-01-02 02:00:00,1626.667,300.000,11433.333,633.333,31680.000,100.000,45773.333,45373.333,48293.333
2024-01-02 02:15:00,1613.333,293.333,11646.667,640.000,31840.000,186.667,46220.000,45740.000,48773.333
2024-01-02 02:30:00,1593.333,300.000,11706.667,633.333,22513.333,100.000,36846.667,36446.667,39346.667
2024-01-02 02:45:00,1526.667,273.333,11420.000,1153.333,20800.000,206.667,35380.000,34900.000,37900.000
2024-01-02 03:00:00,1440.000,280.000,11753.333,100.000,20800.000,220.000,34593.333,34093.333,37113.333
2024-01-02 03:15:00,1506.667,260.000,11633.333,100.000,20800.000,266.667,34566.667,34040.000,37080.000
2024-01-02 03:30:00,1466.667,286.667,11820.000,980.000,21033.333,300.000,35886.667,35300.000,38053.333
2024-01-02 03:45:00,1453.333,286.667,11606.667,633.333,16773.333,500.000,31253.333,30466.667,33620.000
2024-01-02 04:00:00,1466.667,280.000,11833.333,626.667,10500.000,140.000,24846.667,24426.667,27153.333
2024-01-02 04:15:00,1600.000,260.000,11953.333,620.000,10500.000,373.333,25306.667,24673.333,27553.333
2024-01-02 04:30:00,1542.857,264.286,11928.571,657.143,10500.000,300.000,25192.857,24628.571,27221.429
2024-01-02 04:45:00,1560.000,286.667,11840.000,633.333,8613.333,360.000,23293.333,22646.667,25813.333
2024-01-02 05:00:00,1693.333,280.000,12153.333,633.333,2086.667,433.333,17280.000,16566.667,19840.000
2024-01-02 05:15:00,1713.333,213.333,11653.333,626.667,0,440.000,14646.667,13993.333,17166.667
2024-01-02 05:30:00,1720.000,240.000,11453.333,633.333,0,366.667,14413.333,13806.667,16873.333
2024-01-02 05:45:00,1713.333,200.000,11766.667,100.000,0,300.000,14080.000,13580.000,16893.333
2024-01-02 06:00:00,2100.000,213.333,11866.667,626.667,0,326.667,15133.333,14593.333,17613.333
2024-01-02 06:15:00,2120.000,260.000,11886.667,1153.333,0,246.667,15666.667,15160.000,18153.333
2024-01-02 06:30:00,2013.333,246.667,11373.333,1160.000,0,306.667,15100.000,14546.667,17606.667
2024-01-02 06:45:00,2273.333,246.667,11933.333,626.667,0,326.667,15406.667,14833.333,18006.667
2024-01-02 07:00:00,2260.000,280.000,11840.000,633.333,0,240.000,15253.333,14733.333,17726.667
2024-01-02 07:15:00,2106.667,260.000,11680.000,1153.333,0,320.000,15520.000,14940.000,18013.333
2024-01-02 07:30:00,2153.333,233.333,12193.333,633.333,0,220.000,15433.333,14980.000,18006.667
2024-01-02 07:45:00,2133.333,246.667,11673.333,100.000,0,220.000,14373.333,13906.667,16780.000
2024-01-02 08:00:00,2186.667,233.333,11446.667,1160.000,0,453.333,15480.000,14793.333,17833.333
2024-01-02 08:15:00,2146.667,293.333,11380.000,1153.333,0,220.000,15193.333,14680.000,17580.000
2024-01-02 08:30:00,1840.000,246.667,11260.000,1293.333,0,286.667,14926.667,14393.333,17346.667
2024-01-02 08:45:00,1746.667,206.667,11460.000,1153.333,0,340.000,14906.667,14360.000,17373.333
2024-01-02 09:00:00,1806.667,200.000,12366.667,1153.333,1600.000,326.667,17453.333,16926.667,20100.000
2024-01-02 09:15:00,1873.333,200.000,11600.000,1146.667,3520.000,933.333,19273.333,18140.000,21733.333
2024-01-02 09:30:00,1633.333,206.667,11393.333,626.667,3500.000,960.000,18320.000,17153.333,20860.000
2024-01-02 09:45:00,1706.667,213.333,11260.000,1140.000,11566.667,1160.000,27046.667,25693.333,29486.667
2024-01-02 10:00:00,1873.333,233.333,12146.667,1653.333,14500.000,1413.333,31820.000,30320.000,34506.667
2024-01-02 10:15:00,1766.667,200.000,16226.667,1133.333,14600.000,1240.000,35166.667,33726.667,38466.667
2024-01-02 10:30:00,1673.333,200.000,16533.333,1133.333,14500.000,1213.333,35253.333,33840.000,38873.333
2024-01-02 10:45:00,1760.000,200.000,16993.333,2906.667,14500.000,1120.000,37480.000,36160.000,41026.667
2024-01-02 11:00:00,1820.000,200.000,14260.000,1126.667,21493.333,1213.333,40113.333,38700.000,43340.000
2024-01-02 11:15:00,1720.000,200.000,14253.333,1340.000,24240.000,1106.667,42860.000,41553.333,45873.333
2024-01-02 11:30:00,1860.000,11793.333,16633.333,1133.333,24266.667,866.667,56553.333,43893.333,59920.000
2024-01-02 11:45:00,1580.000,41393.333,17253.333,1133.333,24446.667,1020.000,86826.667,44413.333,90260.000
2024-01-02 12:00:00,1620.000,43360.000,15360.000,613.333,33546.667,1106.667,95606.667,51140.000,98506.667
2024-01-02 12:15:00,1800.000,41313.333,15660.000,1126.667,35420.000,1060.000,96380.000,54006.667,99466.667
2024-01-02 12:30:00,1793.333,26040.000,14333.333,1140.000,34760.000,1093.333,79160.000,52100.000,81813.333
2024-01-02 12:45:00,1760.000,28993.333,15146.667,1126.667,35126.667,960.000,83113.333,53160.000,86246.667
2024-01-02 13:00:00,1640.000,31833.333,18720.000,613.333,43040.000,1060.000,96906.667,64013.333,100753.333
2024-01-02 13:15:00,1873.333,36593.333,19726.667,1133.333,48086.667,1126.667,108540.000,70820.000,112540.000
2024-01-02 13:30:00,1873.333,14893.333,20020.000,1140.000,49680.000,1033.333,88640.000,72713.333,92860.000
2024-01-02 13:45:00,1826.667,5113.333,14726.667,1646.667,53906.667,1000.000,78220.000,72106.667,81366.667
2024-01-02 14:00:00,1706.667,14153.333,15600.000,1140.000,52586.667,926.667,86113.333,71033.333,89533.333
2024-01-02 14:15:00,1666.667,14180.000,15760.000,1366.667,45026.667,986.667,78986.667,63820.000,82100.000
2024-01-02 14:30:00,1726.667,17013.333,15760.000,800.000,42860.000,913.333,79073.333,61146.667,82700.000
2024-01-02 14:45:00,1733.333,15940.000,15173.333,613.333,42833.333,933.333,77226.667,60353.333,80200.000
2024-01-02 15:00:00,1746.667,19906.667,15913.333,620.000,43193.333,893.333,82273.333,61473.333,85540.000
2024-01-02 15:15:00,1746.667,11740.000,14633.333,1580.000,33900.000,933.333,64533.333,51860.000,66986.667
2024-01-02 15:30:00,1906.667,300.000,12000.000,1133.333,32013.333,1013.333,48366.667,47053.333,51026.667
2024-01-02 15:45:00,2000.000,293.333,14053.333,1126.667,26500.000,800.000,44773.333,43680.000,47620.000
2024-01-02 16:00:00,2286.667,286.667,13746.667,1113.333,21580.000,933.333,39946.667,38766.667,42846.667
2024-01-02 16:15:00,2253.333,5940.000,18960.000,620.000,18180.000,800.000,46753.333,40013.333,50466.667
2024-01-02 16:30:00,2220.000,14273.333,18320.000,1126.667,10960.000,1006.667,47906.667,32626.667,51380.000
2024-01-02 16:45:00,2400.000,13986.667,18573.333,1126.667,5133.333,846.667,42066.667,27233.333,45620.000
2024-01-02 17:00:00,2306.667,13826.667,18700.000,780.000,0,880.000,36493.333,21786.667,40340.000
2024-01-02 17:15:00,2206.667,10293.333,17560.000,1133.333,0,1093.333,32286.667,20900.000,35793.333
2024-01-02 17:30:00,2286.667,300.000,14980.000,613.333,2480.000,940.000,21600.000,20360.000,24680.000
2024-01-02 17:45:00,2073.333,300.000,14740.000,1140.000,7000.000,800.000,26053.333,24953.333,29180.000
2024-01-02 18:00:00,2020.000,300.000,14633.333,1126.667,6540.000,326.667,24946.667,24320.000,28126.667
2024-01-02 18:15:00,2086.667,300.000,14080.000,1140.000,5673.333,120.000,23400.000,22980.000,26500.000
2024-01-02 18:30:00,2353.333,300.000,13586.667,613.333,0,193.333,17046.667,16553.333,19886.667
2024-01-02 18:45:00,2733.333,220.000,12993.333,1140.000,0,213.333,17300.000,16866.667,20053.333
2024-01-02 19:00:00,2933.333,200.000,12746.667,620.000,0,186.667,16686.667,16300.000,19280.000
2024-01-02 19:15:00,2746.667,200.000,12986.667,1140.000,0,426.667,17500.000,16993.333,20280.000
2024-01-02 19:30:00,2586.667,200.000,13126.667,100.000,0,186.667,16200.000,15813.333,18853.333
2024-01-02 19:45:00,2780.000,200.000,12873.333,1133.333,0,213.333,17200.000,16786.667,19966.667
2024-01-02 20:00:00,3466.667,200.000,12886.667,620.000,3493.333,340.000,21006.667,20466.667,23960.000
2024-01-02 20:15:00,3380.000,253.333,13286.667,1133.333,23460.000,253.333,41766.667,41286.667,44673.333
2024-01-02 20:30:00,3020.000,206.667,12400.000,626.667,26346.667,366.667,42966.667,42393.333,45166.667
2024-01-02 20:45:00,2906.667,200.000,12153.333,1126.667,28566.667,240.000,45193.333,44753.333,47826.667
2024-01-02 21:00:00,2760.000,213.333,12353.333,620.000,28900.000,486.667,45333.333,44633.333,47966.667
2024-01-02 21:15:00,2466.667,200.000,13373.333,1126.667,25880.000,420.000,43466.667,42846.667,46273.333
2024-01-02 21:30:00,2446.667,200.000,12746.667,686.667,27886.667,373.333,44340.000,43766.667,47160.000
2024-01-02 21:45:00,2340.000,200.000,11333.333,1140.000,24413.333,420.000,39846.667,39226.667,42393.333
2024-01-02 22:00:00,2133.333,200.000,11626.667,613.333,22693.333,313.333,37580.000,37066.667,40160.000
2024-01-02 22:15:00,2193.333,200.000,11793.333,620.000,21420.000,506.667,36733.333,36026.667,39193.333
2024-01-02 22:30:00,2166.667,200.000,11646.667,1133.333,21440.000,213.333,36800.000,36386.667,39460.000
2024-01-02 22:45:00,2200.000,200.000,11506.667,933.333,21460.000,233.333,36533.333,36100.000,38780.000
2024-01-02 23:00:00,1746.667,200.000,11686.667,1146.667,21660.000,313.333,36753.333,36240.000,39320.000
2024-01-02 23:15:00,2040.000,200.000,11146.667,1820.000,21520.000,320.000,37046.667,36526.667,39540.000
2024-01-02 23:30:00,1973.333,200.000,11560.000,726.667,21480.000,100.000,36040.000,35740.000,38540.000
2024-01-02 23:45:00,1806.667,200.000,12113.333,1280.000,21380.000,213.333,36993.333,36580.000,39680.000
2024-01-03 00:00:00,1913.333,200.000,11186.667,1273.333,21380.000,226.667,36180.000,35753.333,38746.667
2024-01-03 00:15:00,1720.000,246.667,11673.333,673.333,20740.000,160.000,35213.333,34806.667,37793.333
2024-01-03 00:30:00,1713.333,246.667,11406.667,673.333,14653.333,166.667,28860.000,28446.667,31340.000
2024-01-03 00:45:00,1633.333,260.000,12173.333,666.667,8040.000,460.000,23233.333,22513.333,25900.000
2024-01-03 01:00:00,1726.667,240.000,12413.333,653.333,4000.000,100.000,19133.333,18793.333,21920.000
2024-01-03 01:15:00,1706.667,300.000,12026.667,653.333,5813.333,100.000,20600.000,20200.000,23180.000
2024-01-03 01:30:00,1686.667,300.000,12213.333,653.333,10620.000,246.667,25720.000,25173.333,28386.667
2024-01-03 01:45:00,1713.333,280.000,11973.333,1213.333,10520.000,100.000,25800.000,25420.000,28480.000
2024-01-03 02:00:00,1686.667,200.000,12940.000,653.333,10500.000,233.333,26213.333,25780.000,28880.000
2024-01-03 02:15:00,1700.000,200.000,11540.000,653.333,10500.000,153.333,24746.667,24393.333,27246.667
2024-01-03 02:30:00,1726.667,200.000,12446.667,1226.667,10540.000,173.333,26313.333,25940.000,28946.667
2024-01-03 02:45:00,1760.000,200.000,11973.333,100.000,10560.000,220.000,24813.333,24393.333,27386.667
2024-01-03 03:00:00,1740.000,200.000,12293.333,7213.333,10480.000,100.000,32026.667,31726.667,34793.333
2024-01-03 03:15:00,1650.000,200.000,12778.571,4214.286,10500.000,242.857,29585.714,29142.857,32264.286
2024-01-03 03:30:00,1613.333,200.000,11613.333,633.333,10540.000,306.667,24906.667,24400.000,27440.000
2024-01-03 03:45:00,1586.667,200.000,12046.667,1166.667,10560.000,353.333,25913.333,25360.000,28460.000
2024-01-03 04:00:00,1640.000,200.000,11220.000,626.667,2800.000,226.667,16713.333,16286.667,19113.333
2024-01-03 04:15:00,1860.000,200.000,11253.333,100.000,0,313.333,13726.667,13213.333,16213.333
2024-01-03 04:30:00,1580.000,206.667,11693.333,1100.000,0,280.000,14860.000,14373.333,16960.000
2024-01-03 04:45:00,1653.333,200.000,11106.667,1160.000,0,313.333,14433.333,13920.000,16860.000
2024-01-03 05:00:00,1893.333,200.000,11793.333,646.667,0,293.333,14826.667,14333.333,17440.000
2024-01-03 05:15:00,1933.333,200.000,11093.333,640.000,0,326.667,14193.333,13666.667,16633.333
2024-01-03 05:30:00,1866.667,280.000,11740.000,633.333,0,286.667,14806.667,14240.000,17300.000
2024-01-03 05:45:00,1893.333,300.000,10953.333,633.333,0,373.333,14153.333,13480.000,16500.000
2024-01-03 06:00:00,2080.000,253.333,11593.333,646.667,1233.333,220.000,16026.667,15553.333,18473.333
2024-01-03 06:15:00,2073.333,260.000,11213.333,646.667,146.667,386.667,14726.667,14080.000,17100.000
2024-01-03 06:30:00,1980.000,246.667,11266.667,1193.333,0,266.667,14953.333,14440.000,17440.000
2024-01-03 06:45:00,1960.000,286.667,11613.333,646.667,0,320.000,14826.667,14220.000,17200.000
2024-01-03 07:00:00,2120.000,220.000,11560.000,1186.667,0,566.667,15653.333,14866.667,18126.667
2024-01-03 07:15:00,2340.000,200.000,11853.333,1193.333,0,326.667,15913.333,15386.667,18480.000
2024-01-03 07:30:00,2366.667,206.667,11293.333,653.333,1440.000,413.333,16373.333,15753.333,18826.667
2024-01-03 07:45:00,2253.333,253.333,11866.667,1453.333,10826.667,333.333,26986.667,26400.000,29566.667
2024-01-03 08:00:00,2200.000,266.667,10640.000,620.000,11000.000,426.667,25153.333,24460.000,27813.333
2024-01-03 08:15:00,2320.000,200.000,11620.000,646.667,10986.667,273.333,26046.667,25573.333,28426.667
2024-01-03 08:30:00,2186.667,220.000,16060.000,1193.333,11000.000,906.667,31566.667,30440.000,34693.333
2024-01-03 08:45:00,2166.667,213.333,15606.667,640.000,11000.000,1013.333,30640.000,29413.333,33813.333
2024-01-03 09:00:00,2300.000,253.333,15700.000,1180.000,13746.667,1140.000,34320.000,32926.667,37653.333
2024-01-03 09:15:00,2213.333,213.333,12960.000,1746.667,27973.333,980.000,46086.667,44913.333,48793.333
2024-01-03 09:30:00,2366.667,206.667,11433.333,1186.667,40873.333,853.333,56920.000,55860.000,59486.667
2024-01-03 09:45:00,2260.000,220.000,9893.333,640.000,47973.333,873.333,61860.000,60766.667,64133.333
2024-01-03 10:00:00,2293.333,286.667,10326.667,1453.333,50166.667,893.333,65420.000,64240.000,67886.667
2024-01-03 10:15:00,2226.667,300.000,14793.333,100.000,44693.333,973.333,63086.667,61813.333,66233.333
2024-01-03 10:30:00,2020.000,226.667,10480.000,1186.667,41973.333,886.667,56773.333,55706.667,59133.333
2024-01-03 10:45:00,2080.000,200.000,10920.000,1180.000,38520.000,913.333,53813.333,52700.000,56320.000
2024-01-03 11:00:00,2246.667,200.000,17866.667,986.667,38080.000,1006.667,60386.667,59180.000,64266.667
2024-01-03 11:15:00,1900.000,200.000,18680.000,1180.000,38080.000,800.000,60840.000,59840.000,64833.333
2024-01-03 11:30:00,2046.667,206.667,16300.000,1606.667,38560.000,1026.667,59746.667,58613.333,63313.333
2024-01-03 11:45:00,2033.333,353.333,13586.667,1186.667,38506.667,973.333,56640.000,55360.000,59733.333
2024-01-03 12:00:00,2146.667,213.333,17026.667,1180.000,37460.000,800.000,58826.667,57813.333,62546.667
2024-01-03 12:15:00,2066.667,3026.667,18813.333,1180.000,30940.000,1086.667,57113.333,53000.000,61093.333
2024-01-03 12:30:00,1873.333,14246.667,19100.000,1453.333,20540.000,1046.667,58260.000,43060.000,62020.000
2024-01-03 12:45:00,1873.333,14320.000,20400.000,646.667,14300.000,1026.667,52566.667,37220.000,56753.333
2024-01-03 13:00:00,1820.000,14233.333,22020.000,1186.667,19140.000,1240.000,59640.000,44166.667,64100.000
2024-01-03 13:15:00,1986.667,14286.667,19740.000,1186.667,8193.333,1320.000,46713.333,31106.667,50373.333
2024-01-03 13:30:00,2086.667,11620.000,16386.667,1180.000,8273.333,1120.000,40666.667,27946.667,44080.000
2024-01-03 13:45:00,2380.000,3086.667,15133.333,633.333,7326.667,1046.667,29606.667,25473.333,32733.333
2024-01-03 14:00:00,1900.000,4126.667,12033.333,1193.333,6773.333,1133.333,27160.000,21900.000,29606.667
2024-01-03 14:15:00,1906.667,200.000,10560.000,1186.667,6293.333,1233.333,21380.000,19946.667,23766.667
2024-01-03 14:30:00,2013.333,200.000,10746.667,1180.000,6073.333,1340.000,21553.333,20013.333,23993.333
